Image,Species,Bin_1,Bin_2,Bin_3,Bin_4,Bin_5,Bin_6,Bin_7,Bin_8,Bin_9,Bin_10,Bin_11,Bin_12,Bin_13,Bin_14,Bin_15,Bin_16
20205154701_cc6a934af7_c.jpg,bellflower,34,60,97,29525,10664,5833,5705,5082,4741,1257,2040,479,11,3,2,3
20363079719_10c0d6c407_c.jpg,bellflower,6,0,1,1,4,0,3,9,429,51113,13943,9,4,14,0,0
20393784756_9cd9f09656_c.jpg,bellflower,117,3686,30578,20222,1145,57,61,54,55,159,920,7880,379,86,67,70
2052572550_a3a231949c_c.jpg,bellflower,1676,4057,7411,28236,17861,753,294,394,583,1408,1656,288,224,154,190,351
20546323969_8b71e76d5d_c.jpg,bellflower,3011,4600,9132,18763,7997,1361,342,256,147,229,1253,9037,5616,2540,875,377
20594900820_b3df80c40d_c.jpg,bellflower,11902,2118,1948,543,349,140,262,46,407,56,829,14606,21210,3862,4022,3236
20625072844_c16da95d7d_c.jpg,bellflower,361,1373,3143,33482,12010,1039,238,138,182,458,2625,10212,102,34,43,96
2078469118_07652beca4_c.jpg,bellflower,521,1603,1794,7442,26245,8950,5329,416,553,1190,11029,136,19,56,81,172
20807395293_93dc1e04d3_c.jpg,bellflower,339,2245,10362,38001,6872,216,123,164,188,433,6238,276,43,13,8,15
20845778159_c2ebfb218d_c.jpg,bellflower,548,7492,41472,4857,50,4,7,5,3,3,68,8972,1399,256,180,220
21027446316_3388ca5681_c.jpg,bellflower,14507,6409,7167,12616,3672,525,753,1176,2047,1745,375,213,257,735,6045,7294
211097011_073c079e6d_c.jpg,bellflower,81,405,1891,13288,43469,3451,115,2,4,8,14,39,690,1871,137,71
211175373_1efb49de27_c.jpg,bellflower,623,667,1128,11275,37746,1941,326,202,99,156,295,1460,8609,498,336,175
21241589689_06f6cef442_c.jpg,bellflower,369,1406,9296,39385,7321,229,110,122,183,398,6353,256,40,20,25,23
213367986_2915649b5f_c.jpg,bellflower,658,1033,4335,32109,3402,58,46,24,25,15,15,144,14751,7268,1045,608
21414850915_0eee451d6a_c.jpg,bellflower,1931,11369,23756,22444,2321,229,73,27,20,86,111,652,579,112,1581,245
21433962574_cc1b57b7b4_c.jpg,bellflower,1606,1198,161,155,257,2743,35358,260,166,171,171,395,21496,879,290,230
21437597110_cbaf16b86f_c.jpg,bellflower,6651,6614,3943,4455,5997,6201,3939,1684,938,1255,1613,4415,4320,3207,4655,5649
217916651_5da45fb905_c.jpg,bellflower,62,4218,11878,22191,19477,1573,415,182,277,336,620,4017,229,15,24,22
22037965241_2a220bf926_c.jpg,bellflower,2197,3456,2907,5527,10338,6751,4219,3530,3067,2983,16098,2772,433,133,497,628
22371923787_4e249d75d7_c.jpg,bellflower,30,50,121,2432,1155,31681,20168,510,225,138,209,3205,5461,77,36,38
2255968291_818a89fa92_c.jpg,bellflower,70,49,48,3091,22074,3182,730,466,625,965,2916,28862,2186,141,76,55
2260629597_234aa54b32_c.jpg,bellflower,70,49,48,3091,22074,3182,730,466,625,965,2916,28862,2186,141,76,55
22790318005_94ebf56f67_c.jpg,bellflower,1254,956,75,3,2,1,5,11,221,33159,1848,14209,12954,216,200,422
22920002633_6cc441b253_c.jpg,bellflower,5659,1134,2683,4117,21049,10490,1145,170,85,106,337,2952,10248,4422,711,228
2297814678_a0f0b0ce1d_c.jpg,bellflower,3083,4308,7602,7070,9355,2867,2927,2146,6900,8317,3188,3046,2997,186,1416,128
23183057164_b6eb8cc713_c.jpg,bellflower,1869,1066,2937,10074,14370,8490,5197,6596,6073,2642,2487,2711,422,127,267,208
23608813232_80e4ca5875_c.jpg,bellflower,84,114,5656,39534,11400,185,138,100,202,277,1597,5444,445,281,34,45
23821463849_afeab74ae4_c.jpg,bellflower,332,731,2464,14388,20585,2384,208,156,219,370,1791,19313,1919,315,193,168
23916324628_f53db386d4_c.jpg,bellflower,4776,705,753,762,8659,9088,848,435,517,1992,14801,18164,2829,475,482,250
24244476908_f85654b11b_c.jpg,bellflower,12,1613,8100,10121,9429,15465,8198,3323,6346,288,2583,55,2,0,1,0
24328535062_6a9dd44672_c.jpg,bellflower,3033,4662,3190,8009,20150,8482,2236,828,1069,7845,2169,1721,695,253,360,834
24335700240_b1e2b927f3_c.jpg,bellflower,9,16,35,50111,10086,831,263,243,468,1136,477,1790,52,9,4,6
2449007472_b569405a3d_c.jpg,bellflower,7339,13676,3905,991,106,29,5,25,7,17,65,14048,15308,3317,3007,3691
2453348831_e705aac58d_c.jpg,bellflower,7360,10632,3997,942,285,759,90,49,45,133,530,14518,16142,3717,2915,3422
2459934990_706296fdc6_c.jpg,bellflower,1624,26675,3085,3695,3003,858,155,50,22,22,33,446,17917,5115,1747,1089
24634578127_47ea29fc6b_c.jpg,bellflower,43788,717,556,4506,545,1659,128,95,196,362,5758,4623,830,200,431,1142
2474018285_67b2c1d262_c.jpg,bellflower,15847,9420,6302,2441,307,137,115,95,100,143,74,78,12133,11231,3620,3493
2476632908_3f1b1f7dc1_c.jpg,bellflower,4128,3866,5522,14183,12754,1862,1311,1669,6304,5324,889,517,384,716,1304,4803
2477765467_c0e1e0d480_c.jpg,bellflower,12899,8720,8096,20614,3565,96,84,53,305,2396,99,140,315,858,4606,2690
2477766463_82ba4be4ac_c.jpg,bellflower,15700,10373,6416,7488,1134,111,414,258,1787,5867,2524,1048,535,3010,5771,3100
24794946012_568e7f5941_c.jpg,bellflower,1216,9906,21157,7307,2458,198,199,161,305,1063,8801,9493,1637,523,514,598
2492340348_69faf27427_c.jpg,bellflower,641,2569,1960,10613,25079,2629,925,739,909,1738,14876,2160,243,109,150,196
2505084790_ba2ff986f9_c.jpg,bellflower,1227,1420,2525,4442,218,30,15,8,2,20,88,896,32118,18323,2793,1411
25223655304_a05e3f5b2b_c.jpg,bellflower,371,942,3421,24176,21058,600,249,242,291,1093,3800,6529,1553,417,540,254
2530695871_7a0412100d_c.jpg,bellflower,1986,2102,4521,32376,385,214,45,124,65,22,2365,421,8871,9038,1928,1073
2530701315_440aa34252_c.jpg,bellflower,2836,2715,6402,12205,82,111,38,29,134,129,2169,899,14820,16790,4155,2022
25330609483_9e58c87abf_c.jpg,bellflower,441,3861,3556,22318,9968,1035,165,152,155,337,13799,9559,92,23,32,43
2540918727_76378fcfd3_c.jpg,bellflower,25,25,52,4122,21621,7400,2406,1276,1569,2639,12116,12207,53,10,10,5
2548580384_01df1b3173_c.jpg,bellflower,8579,9669,9695,6069,402,61,101,35,128,42,148,79,67,3851,19239,7371
2566792266_b44ee8dab9_c.jpg,bellflower,3142,1976,4082,8205,3994,1248,1365,1286,1962,3125,10340,11816,5297,3502,2234,1962
25684689481_5516e05660_c.jpg,bellflower,2308,7487,12170,20143,5593,1166,348,177,174,257,2076,11379,1342,295,236,385
2575491965_ebf5e65145_c.jpg,bellflower,200,811,3139,26399,5955,252,64,41,63,111,415,22089,5717,98,69,113
2575493623_89101c2172_c.jpg,bellflower,5,21,128,11489,33364,368,114,105,125,240,847,18682,32,2,9,5
2593526746_d15ef420e4_c.jpg,bellflower,1052,2254,3945,21898,17818,2555,243,154,107,123,120,333,10066,2432,1627,809
2595369871_8e24a8beae_c.jpg,bellflower,1115,323,404,1856,27757,10008,2795,652,448,507,472,15530,3023,378,156,112
2613552796_483e1e9ab8_c.jpg,bellflower,4229,4495,6122,8564,5538,3236,1822,1631,3701,8261,4318,2036,1748,2317,2057,5461
2625784487_4e9197aab8_c.jpg,bellflower,214,233,422,10886,9396,2709,1047,465,547,670,8456,29765,142,159,219,206
26312378626_6fbcb513a7_c.jpg,bellflower,1787,3890,5549,24439,4257,24,9,9,7,12,38,1364,16667,4297,1819,1368
2633031914_078a691bc6_c.jpg,bellflower,3279,2519,10710,14883,10491,404,1814,320,366,3853,5758,1123,348,468,7825,1375
2655272643_98f44fe715_c.jpg,bellflower,271,3577,16108,36785,1457,140,83,27,41,37,261,6383,189,60,46,71
26565157823_d4d63e09cd_c.jpg,bellflower,408,408,254,1599,8416,3056,157,114,128,211,4319,44913,764,275,236,278
2658602317_4339f7fc22_c.jpg,bellflower,6425,6113,7404,19334,11284,1364,548,157,68,249,551,2363,8251,417,352,656
2659873172_d09ae234a8_c.jpg,bellflower,3,14,541,7644,42005,2334,378,273,362,855,7016,4101,7,2,0,1
2661226600_3e1788b341_c.jpg,bellflower,6857,6101,7404,17441,12085,1442,622,154,90,146,465,2454,9217,398,407,253
26629785865_09e5e01679_c.jpg,bellflower,1050,603,2790,7703,27910,16358,3457,1351,825,426,578,724,367,277,467,650
26637725670_01f04418b3_c.jpg,bellflower,3308,4746,5806,9181,5023,9266,2936,3142,6890,4423,2820,4453,443,642,693,1764
2664942055_819dace565_c.jpg,bellflower,514,536,1740,7920,21594,8232,1992,1128,1020,272,279,5996,11282,2649,234,148
2669897363_1b7a68a677_c.jpg,bellflower,391,557,1583,9405,20181,2970,271,123,84,117,178,1143,26768,1124,376,265
2677713338_ffb5ba6b8b_c.jpg,bellflower,55,153,735,37101,9435,114,40,31,52,74,203,12048,5276,111,58,50
2690747344_419dc1d35b_c.jpg,bellflower,11,367,1232,2721,35184,22768,1749,92,81,156,1128,46,0,0,1,0
2694678933_7c39b05ea5_c.jpg,bellflower,0,0,2,638,51023,718,414,237,340,838,11178,148,0,0,0,0
27039491553_b5d42e35c2_c.jpg,bellflower,8523,662,2030,1734,6361,6252,974,623,711,1299,5993,27431,861,191,446,1445
2704881792_b53f3faf3b_c.jpg,bellflower,2598,43989,7823,3405,347,217,76,23,64,131,129,1803,2462,979,810,680
2706111879_cb725b6243_c.jpg,bellflower,190,15597,10376,29825,6718,550,333,210,336,107,232,961,38,12,28,23
2706931228_2460e128ba_c.jpg,bellflower,58,2655,10360,39080,9406,396,72,39,51,66,305,2830,122,40,23,33
2707321106_edecffffc4_c.jpg,bellflower,244,785,5665,26516,14466,1442,69,24,35,30,58,2597,11603,1534,302,166
2712100243_1f555bb1d4_c.jpg,bellflower,2760,10307,5047,6854,23925,3587,991,609,1211,1487,6254,1708,178,77,326,215
2712100417_b8beeeef3f_c.jpg,bellflower,152,69,124,4085,46908,1280,318,223,527,1981,9430,393,22,22,2,0
2714272466_14d07edef6_c.jpg,bellflower,1266,1144,2631,22217,19298,389,168,153,234,523,5175,4054,235,83,1278,6688
27305926324_eb57f89f7c_c.jpg,bellflower,485,434,6006,44909,2474,88,37,20,26,42,253,2733,5440,1727,528,334
27424957666_05c887e3ca_c.jpg,bellflower,6426,12550,8182,3906,1093,571,469,521,954,22754,2699,2351,710,450,608,1292
27478946220_be2ed99efb_c.jpg,bellflower,184,11478,12246,30003,9307,1004,86,42,19,54,65,809,142,31,31,35
27519347772_58efbe3899_c.jpg,bellflower,5,18,227,55098,7438,222,17,12,20,67,238,2114,33,7,7,13
27530594135_8ffcde5548_c.jpg,bellflower,30183,3098,4296,4908,5264,7700,702,181,196,467,3648,1141,851,215,1142,1544
27540284334_172770fe2d_c.jpg,bellflower,191,286,624,5232,14660,8670,4660,1749,994,1233,3696,20501,1960,744,193,143
27724754291_f3612cf94e_c.jpg,bellflower,45,84,193,6333,30881,1833,550,97,82,142,232,6298,18610,100,35,21
27765328552_fde35ce435_c.jpg,bellflower,494,804,1794,26540,22833,3369,686,395,358,190,15,88,2954,3492,1002,522
27781008184_77d5662cf3_c.jpg,bellflower,77,872,2304,6023,21144,22976,8811,837,652,1376,448,0,0,3,3,10
27792222647_16714e69d6_c.jpg,bellflower,2517,5193,7381,26286,12231,387,476,205,143,680,3321,4461,952,170,890,243
27799050684_e1e587a3ac_c.jpg,bellflower,567,560,409,5392,35386,9582,4092,4946,1715,348,1238,1049,52,33,58,109
27799052024_acb81772ba_c.jpg,bellflower,7,15,298,753,14332,17349,4064,2090,5483,16174,4820,131,8,4,2,6
27805667777_19c1d8898e_c.jpg,bellflower,116,161,5087,3670,1154,679,693,762,2832,23458,627,1926,22036,1852,359,124
2781490091_4f7da1e0f1_c.jpg,bellflower,38,235,1432,43841,15442,291,93,88,160,1264,2621,1,7,6,9,8
27846090916_b3e3ee678b_c.jpg,bellflower,0,0,5382,29806,7038,2276,2919,7070,10211,834,0,0,0,0,0,0
27865987804_2c2665278c_c.jpg,bellflower,234,174,1255,14074,12457,673,126,69,92,145,441,33358,1753,283,199,203
27914500569_97ff6b81d5_c.jpg,bellflower,4654,2542,9818,13021,10568,2066,891,332,612,1533,3942,7110,5349,1543,882,673
28083160124_ec638ccc47_c.jpg,bellflower,761,3325,7789,12898,15543,1885,1021,647,571,1236,15682,4067,24,12,27,48
28084070705_ddda856dc1_c.jpg,bellflower,28840,16380,283,0,2,16,4,0,0,0,5,39,1778,6236,6153,5800
28146095964_f5d3e52c51_c.jpg,bellflower,190,412,968,19422,29832,6002,1004,263,261,477,1801,4791,32,13,37,31
28166675790_67b9530809_c.jpg,bellflower,1417,1831,2474,1688,1290,6337,4556,1932,2752,8552,17864,12009,1171,348,632,683
28187170106_e96c479d29_c.jpg,bellflower,67,543,1794,6343,47519,4321,2558,306,290,564,1126,89,8,0,3,5
28239255167_7401e37301_c.jpg,bellflower,2452,2227,5363,25820,6538,1420,944,177,128,277,747,5956,11514,957,582,434
2826533130_d00aa33b43_c.jpg,bellflower,38,1470,44176,16930,100,11,15,9,22,93,2433,218,7,5,7,2
2830598001_49f01a991f_c.jpg,bellflower,7511,6037,6406,9158,16505,8890,1247,396,922,2460,3661,710,522,110,431,570
28311337412_8618b13501_c.jpg,bellflower,271,885,1190,4237,25141,13887,5471,1660,1896,7020,3304,369,65,22,47,71
28311337832_e1716d28c7_c.jpg,bellflower,13188,4003,4267,6231,20269,6790,1515,909,538,925,2545,2029,252,174,302,1599
28345112466_fea7032ab1_c.jpg,bellflower,23,25,89,23376,13580,8109,7180,5202,4268,2737,399,166,199,118,40,25
28370170947_75da9e896f_c.jpg,bellflower,389,160,1355,35823,19396,2739,445,225,137,189,515,3759,246,69,58,31
28386161373_d128c62cf8_c.jpg,bellflower,468,450,729,3765,36920,14124,2562,583,251,129,185,3138,558,656,592,426
28404529445_cb3cff6377_c.jpg,bellflower,154,1922,11121,39954,10387,165,85,64,87,114,343,997,81,23,17,22
28573892862_5aac6df434_c.jpg,bellflower,211,1191,3284,6617,9576,338,140,77,118,198,1693,41331,466,83,104,109
28589198387_57d1748229_c.jpg,bellflower,206,668,3940,34846,13963,607,119,104,158,249,850,8483,1035,141,92,75
28754185118_25af947052_c.jpg,bellflower,1035,1249,3642,23895,8316,1902,1300,1337,2668,6506,1155,8269,824,1434,820,1184
28774149698_1327aaff20_c.jpg,bellflower,106,55,310,351,14902,37744,787,186,179,278,1009,8925,434,181,70,19
28810392233_bc10575de5_c.jpg,bellflower,114,3349,43627,18091,128,0,0,0,0,0,0,12,91,45,38,41
28812735750_95680a7edd_c.jpg,bellflower,621,926,4758,5344,5603,4228,4369,3396,6214,5907,6269,7360,7033,2675,478,355
28831610111_21dfcd92cb_c.jpg,bellflower,82,779,3723,35943,4309,377,178,251,405,2167,13311,3752,173,34,20,32
28846460590_aaf3b3e15c_c.jpg,bellflower,1755,11176,18650,18867,1567,161,113,129,303,754,1560,6021,3086,545,420,429
28925094913_6ca92873a6_c.jpg,bellflower,582,2996,3057,24261,12869,1253,748,366,656,2509,2891,12394,492,131,164,167
28925095883_a644936251_c.jpg,bellflower,318,1368,1513,7533,28459,5617,1592,1379,5143,5787,4358,2295,63,19,26,66
28964847647_5ba669a56d_c.jpg,bellflower,291,1519,4501,20263,15489,1728,1342,1574,5539,9049,1462,2424,106,60,112,77
29027550608_1642c638cb_c.jpg,bellflower,12382,4716,2254,3018,4036,879,205,63,30,22,26,225,6114,21772,7949,1845
2904632694_a6f7541b7c_c.jpg,bellflower,235,781,9310,23678,1858,777,745,865,1724,12510,829,10687,1033,226,150,128
29056359591_7f72ddc4de_c.jpg,bellflower,2345,5042,6869,12869,15982,8019,1186,494,801,852,1495,5684,1623,570,697,1008
29077948114_31c0cf4a8b_c.jpg,bellflower,524,9133,14655,22013,13960,2119,338,287,556,1644,208,44,15,4,8,28
29326972658_78bd1ae161_c.jpg,bellflower,324,986,31388,26322,0,0,0,0,0,0,0,762,4670,583,283,218
29361041313_e4afc0db75_c.jpg,bellflower,1403,32472,16233,9362,1246,36,120,76,13,147,520,1773,547,524,281,783
29419015563_bfb22ec6ce_c.jpg,bellflower,88,2186,16450,36026,5920,390,150,129,144,228,1672,2015,83,21,16,18
29419020563_4431d16567_c.jpg,bellflower,69,1667,15391,34846,8118,494,170,90,185,174,1889,2363,32,7,15,26
29658350988_5bf734d466_c.jpg,bellflower,39,86,125,649,7517,27744,15673,3441,866,829,1020,3534,3876,105,22,10
29829575596_61f8c88322_c.jpg,bellflower,691,2729,2925,8810,19528,3707,1245,757,173,201,728,22419,1134,212,149,128
29829588278_01b8e0ac61_c.jpg,bellflower,47886,69,759,3892,680,1717,53,33,62,136,3758,6314,112,14,40,11
29874048842_41ea119e41_c.jpg,bellflower,2103,24735,13920,11644,3569,76,226,31,122,339,1669,2807,899,549,1554,1293
30064098198_6111ae24e9_c.jpg,bellflower,176,1963,13021,26061,7505,449,87,85,108,331,2874,12280,392,62,79,63
30136948301_d56c067995_c.jpg,bellflower,8952,863,408,985,2996,9074,19347,9944,2371,719,87,157,117,79,285,9152
30165112036_9ca7990e31_c.jpg,bellflower,1173,5216,12432,27519,4680,1655,704,344,178,291,464,497,8896,897,305,285
30167528331_0c09f0bc11_c.jpg,bellflower,7430,4489,5512,10244,8499,6381,3348,3030,1484,1068,1086,3483,989,569,2322,5602
30260094910_b42c0e6687_c.jpg,bellflower,13911,12889,4608,3408,3538,864,6610,9324,1715,556,231,275,385,429,733,6060
3034461596_ec4b37fa86_c.jpg,bellflower,321,859,3081,14660,25956,3816,1098,314,273,75,57,214,12926,1245,394,247
30547841800_ccf87ac775_c.jpg,bellflower,3840,5886,1992,1814,5643,2458,4419,6068,7883,9422,5044,5512,2690,1188,797,880
30585723075_6e63b8c796_c.jpg,bellflower,9176,6271,8654,23680,16538,439,15,0,0,0,0,0,0,1,1,761
30654823825_3cd4bf071b_c.jpg,bellflower,1,3,13,101,350,280,216,252,4758,56690,1945,925,0,0,1,1
3070930934_5bec973a03_c.jpg,bellflower,471,1904,30465,8041,227,59,55,59,119,230,5251,16972,904,338,212,229
308940907_b1702e57f1_c.jpg,bellflower,2903,42378,12420,6645,706,145,22,0,3,12,60,42,33,16,55,96
309681890_783b3f6407_c.jpg,bellflower,2605,1566,6185,15385,3768,835,666,567,2242,7469,781,367,396,2162,13194,7348
31160369708_98298fe3df_c.jpg,bellflower,1314,22624,27261,4083,4,0,3,1,3,2,1610,8123,261,80,87,80
31454530962_16bb634ce5_c.jpg,bellflower,1569,1687,13453,28746,13614,918,161,79,128,496,1429,3213,16,5,6,16
31663023987_9d3ce3a537_c.jpg,bellflower,2141,20497,33737,6215,197,50,0,0,0,0,1,956,1183,243,146,170
3181257811_6eb72d8e71_c.jpg,bellflower,8803,8400,17993,17024,2144,230,214,217,1032,1021,558,302,140,482,155,6821
3189271477_5a79f6fe9c_c.jpg,bellflower,3972,866,853,3353,5562,4254,4367,610,666,1483,11163,2632,555,515,936,23749
3232598302_d951538371_c.jpg,bellflower,7988,13784,8350,7251,2283,1284,2920,6205,430,247,2294,4415,1455,930,1614,4086
32450248394_ba90b75152_c.jpg,bellflower,65,479,5347,15308,34395,918,94,68,115,126,338,2190,6005,38,25,25
32616309878_b63ee7d57a_c.jpg,bellflower,94,255,1256,2719,2572,3352,9205,14812,20023,11175,57,2,3,2,5,4
32636557253_c237ac93c2_c.jpg,bellflower,3877,15262,21297,21848,1495,25,1,3,1,3,4,1443,123,37,32,85
32778901403_d37d3da91d_c.jpg,bellflower,1895,28704,10704,14455,4950,654,9,9,9,10,11,281,1532,756,756,801
32970618472_48d3f5a9a7_c.jpg,bellflower,6521,832,1149,1190,2550,1059,558,296,373,850,25571,18554,4475,618,603,337
33046769166_7e23be3e42_c.jpg,bellflower,566,18483,5401,3363,639,384,402,845,4571,26189,2344,182,142,328,875,822
3325341642_5d8db07069_c.jpg,bellflower,1797,2521,1937,4962,10178,6299,728,281,354,604,149,908,15282,14691,3396,1449
33491637995_a5f844da25_c.jpg,bellflower,6681,5549,6279,10137,4898,1708,1580,764,798,2450,6956,8714,3021,1300,2482,2219
34131611383_3a63c530ff_c.jpg,bellflower,190,985,14873,27695,8782,2262,1565,3584,4701,806,80,13,0,0,0,0
34410701223_86e2fe54e9_c.jpg,bellflower,913,540,712,217,208,9,110,19,225,102,1630,18937,37566,3499,626,223
34439981781_89ef16628f_c.jpg,bellflower,823,3956,4521,3991,10141,6013,3338,2075,1803,1286,1826,23618,1648,206,150,141
34591673261_8caa2a45c1_c.jpg,bellflower,802,1511,6326,29726,2807,94,40,41,51,123,693,17477,4724,404,315,402
34662428334_773ecf335a_c.jpg,bellflower,4249,6484,3001,3216,6043,18525,8232,1073,998,810,527,7876,2625,335,476,1066
34776407816_dddde7c631_c.jpg,bellflower,790,1414,2199,3937,1611,452,141,125,136,226,830,25792,25327,1338,698,520
34801386704_055dc0a1c4_c.jpg,bellflower,322,23,283,2052,7445,14980,10344,5726,1562,2001,3993,15056,1683,13,33,20
3490730073_7f50abd561_c.jpg,bellflower,908,2946,4885,5205,7109,5834,4987,4843,3949,4442,18903,1178,140,29,48,130
34916575273_fc06c0c620_c.jpg,bellflower,15,99,803,2664,5893,8927,13008,8200,2365,796,1350,21335,32,36,7,6
34944202894_f79e1ce34e_c.jpg,bellflower,1281,942,1256,11748,32281,6110,2346,1256,1316,2550,1121,1230,1455,173,147,324
34975920082_51c80bb8f9_c.jpg,bellflower,25410,274,4993,7877,1883,2770,3200,4087,8989,3291,1904,297,342,17,171,31
35063114914_11b0784065_c.jpg,bellflower,0,0,24737,12053,3757,2432,2839,3432,12288,835,2034,1129,0,0,0,0
35099932170_90455ac4ae_c.jpg,bellflower,801,959,12541,37041,50,0,4,0,0,4,9,151,7276,4580,1345,775
35140630516_e2e413f049_c.jpg,bellflower,3162,4887,12493,5994,669,376,386,511,1231,5627,6382,2912,11031,5189,2767,1919
35179544206_201491aacb_c.jpg,bellflower,366,1641,10051,40268,5876,203,107,64,65,187,1822,2612,1252,471,324,227
35224104244_eb470009d4_c.jpg,bellflower,3342,2941,4716,11627,31920,2213,393,189,166,230,394,5146,530,104,113,1512
3524578151_675ab7ed66_c.jpg,bellflower,22843,373,1638,6308,3317,327,619,1442,6656,12744,1126,4218,2155,1434,226,110
35249477516_ee60d44e91_c.jpg,bellflower,92,141,1884,50213,500,117,110,125,162,537,4960,6325,270,31,45,24
35268772900_4f7f587fe7_c.jpg,bellflower,2167,1134,2249,9905,12472,11868,5390,1187,515,650,1142,6185,7858,1588,784,442
35284434054_0a8b273803_c.jpg,bellflower,4558,5937,6730,20067,12602,3162,1202,706,565,915,1687,2191,1546,520,1266,1882
35330563773_55c3ab79cf_c.jpg,bellflower,456,946,1488,10576,39642,4525,264,112,100,134,269,5463,1105,147,116,193
35344177265_91cb6be1d7_c.jpg,bellflower,157,289,1714,28409,2447,406,210,200,239,419,1334,27353,1967,201,106,85
35375188383_c2695e8310_c.jpg,bellflower,1372,3339,13755,36366,6785,1336,325,154,224,327,364,214,274,255,203,243
35397732401_f201063c4f_c.jpg,bellflower,226,112,309,1976,14637,17531,8790,3434,2142,1917,11651,2165,292,125,153,76
35424464700_27be5eebb5_c.jpg,bellflower,2195,14144,18191,16314,125,0,0,0,0,0,2,787,11788,927,586,477
35434574064_2d1802c4f6_c.jpg,bellflower,1556,7314,18358,13629,5192,1105,1210,529,1854,5612,4231,2625,1049,416,440,416
35454796052_25a0a4d664_c.jpg,bellflower,234,410,5118,32211,19823,145,30,13,18,28,82,2545,4110,396,209,164
35485777771_05e7331f11_c.jpg,bellflower,20518,25738,2377,449,195,173,129,103,194,63,72,612,2378,1887,1807,8841
35503487415_2b375a4795_c.jpg,bellflower,4616,4730,2142,2953,6697,13541,3856,483,412,764,1904,3293,4653,568,691,14233
35508465942_8bb8f66baf_c.jpg,bellflower,766,532,1288,3177,9348,16149,21273,10268,1692,250,179,118,67,234,151,44
35508467972_a09fe32589_c.jpg,bellflower,2460,1724,18281,18294,5163,1819,1636,987,2277,9634,1437,644,245,217,422,296
35513736265_381531d9f1_c.jpg,bellflower,13586,7902,16615,16574,1671,534,797,333,315,1339,1791,654,307,357,948,1813
35529417374_ea5d18b0b6_c.jpg,bellflower,3963,3022,5396,23934,21089,4018,1357,546,417,392,286,100,54,37,167,758
35595155884_421ae06a25_c.jpg,bellflower,1574,8668,16965,21112,447,2,7,0,1,0,2,31,1689,8777,5171,1090
35621856180_c894e96e67_c.jpg,bellflower,19,38,806,44711,16756,500,118,48,57,83,285,1650,338,72,30,25
35637825226_57f2280039_c.jpg,bellflower,5112,2007,3003,6211,9429,7637,7176,4478,6433,2346,1823,1279,1258,1211,4664,1469
35667667041_86d6dd7375_c.jpg,bellflower,61,425,23653,14899,84,15,30,14,37,110,3340,22660,127,28,30,23
35670185581_b4162015e2_c.jpg,bellflower,1070,3790,6313,27926,10619,2584,1672,3308,4210,3063,873,60,5,7,16,20
35673302545_87ac331a12_c.jpg,bellflower,271,2103,16769,34181,253,37,30,18,24,72,614,10638,282,85,64,95
35705284323_3a0d8a28b2_c.jpg,bellflower,126,3165,7305,12466,10903,5137,1516,835,253,383,1167,21455,707,43,44,31
35725996854_9f91ee2ea1_c.jpg,bellflower,5613,7640,2397,1969,7737,3130,1047,1440,271,289,371,3475,28078,593,526,960
35755415710_6a61a63650_c.jpg,bellflower,326,530,2754,22130,7486,653,322,310,581,656,917,26680,1573,299,171,148
35782945890_1abcc87342_c.jpg,bellflower,518,899,1370,13871,27490,2787,645,305,182,230,258,2121,13074,1117,411,258
35783658652_3609056264_c.jpg,bellflower,2808,2657,2991,13714,25898,3366,543,358,354,608,3045,8110,354,245,261,224
35786913363_3e197cd7d3_c.jpg,bellflower,902,13620,39567,3631,138,27,27,38,35,151,6235,906,95,46,52,66
35815057785_dcda069cdc_c.jpg,bellflower,2,8,787,63821,173,30,14,7,14,33,173,456,7,5,4,2
35821798671_6e1d9078aa_c.jpg,bellflower,4983,1454,4229,8317,16694,3885,1100,560,718,6098,10428,6148,372,202,186,162
3583034268_8b6ec9df00_c.jpg,bellflower,183,254,132,241,456,256,276,541,15479,27005,8099,11761,691,43,62,57
35830956355_7d67dba837_c.jpg,bellflower,592,473,1779,18786,28913,1287,870,581,498,673,1441,7948,1189,220,147,139
35854642280_f1363a206c_c.jpg,bellflower,9159,54278,1646,292,55,9,10,5,7,5,0,0,4,6,5,55
3589140082_dddab134df_c.jpg,bellflower,465,1849,3153,4993,3054,336,176,145,173,272,4232,44636,986,400,383,283
35926560645_8395dd62cb_c.jpg,bellflower,453,13276,23904,19719,1756,38,26,32,32,122,729,3544,1176,287,210,232
3593509520_446faf5fc8_c.jpg,bellflower,0,0,0,1523,43714,8177,2818,1579,1871,4772,1082,0,0,0,0,0
3595369725_902e634a1d_c.jpg,bellflower,151,235,1523,32653,19116,632,74,54,51,64,183,9383,1003,167,121,126
35954095315_920be7ee59_c.jpg,bellflower,1913,1940,3036,12029,27699,3324,1839,398,459,670,2266,9276,255,185,122,125
3595448255_79080b2253_c.jpg,bellflower,3221,393,2022,52894,3262,109,251,91,91,258,1492,1035,170,36,132,79
3596039240_0dcba9d3b5_c.jpg,bellflower,611,7950,5715,12026,20334,502,98,77,74,189,682,12208,4259,341,243,227
35981162641_42232a21a1_c.jpg,bellflower,1183,3417,7156,45530,715,127,81,116,138,330,6013,587,37,21,30,55
36003475006_c6c78e5241_c.jpg,bellflower,762,8423,20928,17102,13173,1202,52,14,18,16,16,156,1841,990,460,383
